ID_ученика,Класс,Район,Средний_балл,Часы_самоподготовки_в_неделю,Посещаемость_%,Уверенность_в_себе,Уровень_стресса_перед_экзаменом,Пропущенные_дни,Тип_школы,Рез_экзамена,Индекс_качества_школы,Стабильность_преподавателей,Доступ_к_ресурсам,Образовательная_среда
453,11,Фирдавси,4.053,8,80.209,6.0,6.0,12,Обычная школа,1,0.4055,0.5207,0.2293,0.3295
454,11,Фирдавси,3.877,17,81.734,3.0,5.0,5,Обычная школа,1,0.4546,0.4236,0.4323,0.3218
455,11,Сино,4.532,16,82.518,5.0,4.0,7,Лицей/гимназия,1,0.4791,0.2415,0.5915,0.3422
456,11,Исмоили Сомони,4.254,10,74.836,4.0,5.0,15,Обычная школа,1,0.4455,0.2956,0.4371,0.3402
457,11,Сино,4.28,6,70.314,6.0,4.0,11,Лицей/гимназия,1,0.4414,0.2116,0.3673,0.4839
458,11,Фирдавси,4.161,12,78.086,4.0,6.0,10,Обычная школа,1,0.5235,0.2313,0.481,0.3064
459,11,Шохмансур,3.774,12,78.848,3.0,7.0,6,Обычная школа,0,0.3767,0.1809,0.2806,0.195
460,11,Фирдавси,4.317,7,77.91,5.0,5.0,12,Обычная школа,1,0.594,0.2408,0.3826,0.3974
461,11,Сино,4.277,17,81.601,5.0,5.0,8,Лицей/гимназия,1,0.5423,0.3889,0.5507,0.6983
462,11,Шохмансур,3.978,11,70.586,5.0,6.0,12,Обычная школа,0,0.5005,0.165,0.4045,0.5282
463,11,Фирдавси,4.289,8,71.747,3.0,5.0,10,Обычная школа,1,0.4282,0.2216,0.3058,0.3321
464,11,Исмоили Сомони,4.288,15,80.778,7.0,5.0,9,Лицей/гимназия,1,0.5905,0.4982,0.3201,0.3873
465,11,Сино,4.073,17,88.423,4.0,6.0,9,Обычная школа,1,0.4488,0.3671,0.262,0.3777
466,11,Исмоили Сомони,4.229,16,81.524,6.0,4.0,8,Лицей/гимназия,1,0.4108,0.3012,0.5742,0.4295
467,11,Сино,3.485,11,73.457,3.0,7.0,10,Обычная школа,0,0.3446,0.1232,0.3954,0.2887
468,11,Сино,3.691,12,77.623,2.0,7.0,8,Обычная школа,0,0.3003,0.0833,0.1022,0.066
469,11,Исмоили Сомони,4.347,16,79.431,7.0,2.0,10,Лицей/гимназия,1,0.5675,0.2812,0.7024,0.6481
470,11,Сино,4.257,17,86.173,6.0,4.0,7,Лицей/гимназия,1,0.5989,0.2734,0.4522,0.4823
471,11,Сино,4.932,16,82.049,7.0,3.0,5,Лицей/гимназия,1,0.6772,0.5373,0.8859,0.7237
472,11,Исмоили Сомони,3.957,9,74.763,4.0,5.0,13,Обычная школа,1,0.4139,0.2727,0.2154,0.3296
473,11,Фирдавси,3.79,12,80.807,3.0,5.0,10,Обычная школа,1,0.419,0.2028,0.3173,0.4008
474,11,Исмоили Сомони,4.031,10,76.052,5.0,5.0,8,Обычная школа,0,0.4294,0.3951,0.5819,0.4552
475,11,Фирдавси,4.13,17,83.971,5.0,5.0,9,Обычная школа,1,0.5676,0.3824,0.4783,0.4597
476,11,Шохмансур,3.808,5,68.035,4.0,6.0,16,Обычная школа,1,0.211,0.1198,0.3537,0.2457
477,11,Сино,3.988,16,83.206,5.0,5.0,9,Обычная школа,0,0.4604,0.412,0.4332,0.4199
478,11,Шохмансур,3.89,10,74.719,3.0,6.0,9,Обычная школа,0,0.2104,0.033,0.2731,0.2847
479,11,Шохмансур,4.122,10,74.939,3.0,4.0,14,Обычная школа,0,0.3245,0.1816,0.3196,0.3865
480,11,Исмоили Сомони,4.261,11,75.132,5.0,6.0,10,Лицей/гимназия,1,0.2215,0.0,0.2579,0.3595
481,11,Исмоили Сомони,3.941,7,72.387,5.0,5.0,10,Обычная школа,1,0.4934,0.2292,0.3674,0.3493
482,11,Фирдавси,4.224,17,85.681,3.0,6.0,8,Обычная школа,1,0.2707,0.2204,0.4637,0.3683
483,11,Сино,4.74,13,80.847,6.0,4.0,7,Лицей/гимназия,1,0.6498,0.3272,0.5939,0.4468
484,11,Исмоили Сомони,4.886,26,93.609,8.0,3.0,2,Лицей/гимназия,1,0.625,0.3985,0.7555,0.5833
485,11,Исмоили Сомони,3.188,3,70.739,2.0,8.0,10,Обычная школа,0,0.0601,0.0981,0.0729,0.206
486,11,Исмоили Сомони,4.117,9,79.568,3.0,6.0,12,Обычная школа,0,0.3898,0.2445,0.2481,0.2156
487,11,Фирдавси,4.244,18,86.507,5.0,6.0,6,Обычная школа,1,0.4552,0.2006,0.3295,0.3783
488,11,Сино,4.302,10,73.903,4.0,5.0,15,Обычная школа,1,0.4631,0.408,0.4261,0.4428
489,11,Шохмансур,4.076,12,75.191,3.0,6.0,11,Обычная школа,0,0.2988,0.0,0.3324,0.286
490,11,Фирдавси,3.901,14,75.49,4.0,5.0,10,Обычная школа,0,0.4003,0.0,0.4926,0.5278
491,11,Шохмансур,3.659,12,79.257,5.0,5.0,10,Обычная школа,0,0.4193,0.124,0.3628,0.41
492,11,Сино,4.272,13,82.511,5.0,5.0,7,Обычная школа,0,0.4387,0.4291,0.2195,0.4861
493,11,Сино,3.915,14,83.954,4.0,5.0,8,Обычная школа,0,0.3835,0.2946,0.3775,0.4602
494,11,Фирдавси,4.054,11,75.431,6.0,5.0,10,Обычная школа,1,0.5405,0.3423,0.5959,0.5129
495,11,Сино,3.919,7,74.731,4.0,6.0,13,Обычная школа,0,0.409,0.2017,0.387,0.3271
496,11,Фирдавси,3.626,6,68.632,3.0,6.0,14,Обычная школа,0,0.3081,0.088,0.5077,0.2463
497,11,Шохмансур,4.299,16,87.945,5.0,4.0,8,Обычная школа,1,0.5674,0.0423,0.4735,0.4947
498,11,Исмоили Сомони,3.764,8,77.676,4.0,3.0,11,Обычная школа,1,0.4528,0.1941,0.3021,0.2969
499,11,Сино,4.138,10,78.748,3.0,6.0,8,Обычная школа,0,0.5025,0.1086,0.4166,0.1687
500,11,Шохмансур,4.16,19,81.639,5.0,4.0,5,Обычная школа,0,0.55,0.3157,0.2746,0.2893
501,11,Шохмансур,4.164,12,79.265,3.0,5.0,10,Обычная школа,1,0.2625,0.1954,0.145,0.4625
502,11,Фирдавси,4.665,17,85.218,5.0,5.0,7,Лицей/гимназия,1,0.6389,0.4395,0.5698,0.4671
503,11,Фирдавси,4.094,11,76.102,5.0,5.0,10,Обычная школа,1,0.4627,0.2497,0.6179,0.2346
504,11,Фирдавси,3.731,18,81.528,3.0,8.0,10,Обычная школа,0,0.3624,0.1305,0.1185,0.4554
505,11,Шохмансур,3.73,9,76.361,3.0,5.0,11,Обычная школа,1,0.3505,0.2918,0.1377,0.1569
506,11,Исмоили Сомони,4.123,13,81.792,4.0,5.0,8,Обычная школа,0,0.5321,0.3671,0.3655,0.4495
507,11,Сино,4.648,9,79.075,6.0,4.0,15,Лицей/гимназия,1,0.6395,0.2448,0.4473,0.421
508,11,Исмоили Сомони,4.467,7,76.388,5.0,5.0,12,Обычная школа,1,0.4138,0.3824,0.533,0.4882
509,11,Фирдавси,3.821,9,76.813,4.0,5.0,14,Обычная школа,1,0.3988,0.2008,0.37,0.2382
510,11,Фирдавси,3.854,10,75.698,3.0,6.0,11,Обычная школа,0,0.4362,0.2126,0.2521,0.3942
511,11,Шохмансур,4.096,7,77.142,4.0,6.0,8,Обычная школа,1,0.4609,0.2461,0.2521,0.3868
512,11,Шохмансур,4.469,14,82.938,5.0,3.0,10,Лицей/гимназия,1,0.3471,0.2968,0.4233,0.5057
513,11,Исмоили Сомони,4.22,21,92.118,5.0,5.0,5,Лицей/гимназия,1,0.346,0.1985,0.3884,0.2499
514,11,Исмоили Сомони,4.877,7,79.465,5.0,5.0,12,Лицей/гимназия,1,0.4216,0.0447,0.62,0.5145
515,11,Сино,4.512,8,76.747,5.0,5.0,12,Обычная школа,1,0.4134,0.2691,0.389,0.2664
516,11,Шохмансур,3.555,13,76.599,2.0,7.0,9,Обычная школа,0,0.2134,0.1765,0.152,0.4808
517,11,Исмоили Сомони,4.114,12,79.004,5.0,5.0,10,Обычная школа,1,0.4365,0.2515,0.3465,0.512
518,11,Сино,4.553,14,77.488,6.0,4.0,14,Лицей/гимназия,1,0.5667,0.27,0.5308,0.4042
519,11,Шохмансур,4.024,11,77.257,4.0,6.0,11,Обычная школа,0,0.3513,0.1824,0.4431,0.2863
520,11,Фирдавси,3.886,7,77.191,3.0,6.0,10,Обычная школа,0,0.2264,0.1146,0.2674,0.1836
521,11,Шохмансур,3.424,6,73.182,2.0,7.0,13,Обычная школа,0,0.2923,0.2778,0.1347,0.2524
522,11,Сино,3.837,18,79.261,4.0,5.0,8,Обычная школа,1,0.3716,0.1465,0.3502,0.3792
523,11,Шохмансур,3.594,9,75.84,3.0,6.0,12,Обычная школа,0,0.178,0.2974,0.0424,0.2358
524,11,Исмоили Сомони,4.267,16,82.848,4.0,4.0,7,Обычная школа,1,0.3349,0.3354,0.5813,0.4161
525,11,Исмоили Сомони,4.286,11,76.65,4.0,4.0,12,Обычная школа,0,0.4832,0.3344,0.3816,0.3519
526,11,Фирдавси,3.905,7,72.19,4.0,5.0,7,Обычная школа,1,0.349,0.3313,0.3633,0.2356
527,11,Фирдавси,3.93,9,71.409,4.0,6.0,11,Обычная школа,0,0.3623,0.2792,0.2661,0.0485
528,11,Сино,3.979,12,80.509,4.0,6.0,10,Обычная школа,1,0.3204,0.1273,0.444,0.2412
529,11,Фирдавси,3.589,12,76.438,4.0,7.0,8,Обычная школа,0,0.2506,0.0733,0.042,0.441
530,11,Фирдавси,4.609,18,89.01,6.0,4.0,7,Лицей/гимназия,1,0.5958,0.2672,0.7186,0.5492
531,11,Сино,3.873,8,73.893,5.0,6.0,15,Обычная школа,0,0.3588,0.2935,0.5016,0.4193
532,11,Исмоили Сомони,4.171,9,71.187,4.0,5.0,13,Обычная школа,0,0.3515,0.2783,0.2756,0.4072
533,11,Исмоили Сомони,4.241,9,74.402,4.0,3.0,9,Обычная школа,1,0.5616,0.2979,0.4782,0.3698
534,11,Сино,4.334,13,81.711,7.0,4.0,11,Лицей/гимназия,1,0.5489,0.2026,0.4443,0.7073
535,11,Сино,4.294,23,96.614,5.0,4.0,4,Лицей/гимназия,1,0.5316,0.2983,0.0818,0.6973
536,11,Сино,3.716,13,76.208,4.0,5.0,10,Обычная школа,1,0.399,0.1991,0.2422,0.4931
537,11,Сино,3.61,7,77.022,4.0,7.0,13,Обычная школа,0,0.3364,0.138,0.3603,0.4753
538,11,Фирдавси,4.242,10,80.337,5.0,5.0,11,Лицей/гимназия,1,0.4251,0.433,0.2559,0.3324
539,11,Шохмансур,3.852,9,70.767,4.0,7.0,15,Обычная школа,0,0.2057,0.0,0.1478,0.2512
540,11,Фирдавси,4.385,10,79.989,6.0,4.0,13,Лицей/гимназия,1,0.4625,0.3673,0.4935,0.5327
541,11,Шохмансур,4.153,11,79.061,4.0,6.0,12,Обычная школа,1,0.3468,0.3908,0.3301,0.4712
542,11,Сино,4.109,8,79.378,5.0,5.0,10,Обычная школа,1,0.454,0.2351,0.3442,0.4071
543,11,Шохмансур,3.595,10,65.452,3.0,7.0,10,Обычная школа,0,0.3079,0.2715,0.1562,0.2924
544,11,Сино,3.973,10,76.373,3.0,6.0,12,Обычная школа,0,0.3983,0.1495,0.4171,0.3004
545,11,Исмоили Сомони,3.581,11,76.305,4.0,6.0,13,Обычная школа,0,0.339,0.3882,0.273,0.4592
546,11,Шохмансур,3.666,7,74.876,5.0,5.0,11,Обычная школа,0,0.3498,0.1349,0.2622,0.3324
547,11,Сино,3.908,13,80.618,3.0,7.0,14,Обычная школа,0,0.444,0.2597,0.4604,0.2446
548,11,Исмоили Сомони,3.927,7,79.796,4.0,5.0,14,Обычная школа,0,0.4769,0.4651,0.5323,0.4556
549,11,Исмоили Сомони,4.543,15,77.365,6.0,5.0,10,Лицей/гимназия,1,0.5427,0.3986,0.3985,0.518
550,11,Фирдавси,3.731,5,69.531,3.0,6.0,14,Обычная школа,1,0.3172,0.3074,0.3864,0.428
551,11,Сино,3.957,5,71.423,4.0,6.0,16,Обычная школа,0,0.3755,0.1285,0.3274,0.2988
552,11,Сино,4.077,7,77.198,5.0,6.0,16,Обычная школа,0,0.2864,0.1268,0.218,0.4762
553,11,Фирдавси,4.605,12,77.978,5.0,4.0,11,Лицей/гимназия,1,0.4814,0.4171,0.3729,0.4642
554,11,Шохмансур,4.187,13,78.479,5.0,5.0,9,Обычная школа,0,0.4752,0.5943,0.4891,0.3661
555,11,Фирдавси,3.773,13,77.971,4.0,5.0,8,Обычная школа,1,0.2263,0.2538,0.1254,0.4924
556,11,Шохмансур,4.279,7,68.668,5.0,4.0,11,Лицей/гимназия,1,0.5094,0.3284,0.6962,0.3786
557,11,Шохмансур,4.229,6,73.96,6.0,3.0,14,Обычная школа,0,0.5756,0.3946,0.5815,0.5675
558,11,Исмоили Сомони,3.958,12,74.106,3.0,5.0,11,Обычная школа,0,0.4112,0.1716,0.3302,0.2852
559,11,Сино,4.053,20,92.554,4.0,4.0,7,Обычная школа,1,0.4795,0.3908,0.134,0.5485
560,11,Фирдавси,4.139,16,81.336,4.0,5.0,11,Обычная школа,1,0.4811,0.2669,0.3887,0.4948
561,11,Исмоили Сомони,4.414,21,88.296,5.0,5.0,4,Лицей/гимназия,1,0.5061,0.3324,0.4077,0.3257
562,11,Шохмансур,4.121,9,74.479,4.0,5.0,7,Обычная школа,1,0.3337,0.1682,0.3396,0.2203
563,11,Фирдавси,3.484,12,75.692,2.0,6.0,6,Обычная школа,1,0.2215,0.0818,0.3834,0.3266
564,11,Шохмансур,4.216,13,83.034,5.0,5.0,13,Обычная школа,1,0.4614,0.1017,0.5229,0.3594
565,11,Исмоили Сомони,4.538,15,78.54,7.0,4.0,12,Лицей/гимназия,1,0.5982,0.3166,0.3948,0.6431
566,11,Фирдавси,3.913,12,78.413,3.0,4.0,9,Обычная школа,0,0.3334,0.1617,0.2507,0.2566
567,11,Сино,4.523,18,87.82,6.0,4.0,7,Лицей/гимназия,1,0.504,0.1776,0.4335,0.5072
568,11,Шохмансур,3.652,7,66.9,2.0,6.0,13,Обычная школа,1,0.3152,0.0431,0.323,0.2621
569,11,Сино,4.277,20,92.185,5.0,5.0,6,Лицей/гимназия,1,0.5317,0.2686,0.5554,0.3755
570,11,Исмоили Сомони,3.963,12,78.767,4.0,6.0,14,Обычная школа,0,0.4802,0.4907,0.4014,0.2139
571,11,Сино,3.859,12,81.115,4.0,6.0,11,Обычная школа,0,0.3972,0.2156,0.3916,0.2286
572,11,Исмоили Сомони,4.624,13,76.986,7.0,5.0,11,Лицей/гимназия,1,0.5898,0.4183,0.2781,0.6912
573,11,Фирдавси,4.201,10,74.048,6.0,5.0,11,Обычная школа,1,0.5915,0.687,0.5815,0.3987
574,11,Фирдавси,4.132,11,75.588,5.0,6.0,12,Обычная школа,1,0.3877,0.4315,0.3505,0.3239
575,11,Сино,4.445,5,75.157,5.0,4.0,10,Обычная школа,1,0.5374,0.2828,0.4589,0.2983
576,11,Сино,3.827,7,72.254,4.0,6.0,13,Обычная школа,0,0.4005,0.1386,0.4969,0.3234
577,11,Сино,3.645,7,71.589,4.0,8.0,14,Обычная школа,0,0.4071,0.4669,0.2653,0.2681
578,11,Сино,3.838,10,77.776,4.0,4.0,11,Обычная школа,1,0.3859,0.0762,0.3643,0.3443
579,11,Исмоили Сомони,4.591,11,75.51,7.0,5.0,8,Лицей/гимназия,1,0.6868,0.3923,0.6084,0.4597
580,11,Сино,4.492,6,69.993,7.0,4.0,15,Лицей/гимназия,1,0.4882,0.3366,0.4962,0.3975
581,11,Сино,4.123,9,69.499,4.0,7.0,16,Обычная школа,0,0.3748,0.2356,0.3097,0.2985
582,11,Сино,3.566,8,73.208,3.0,7.0,15,Обычная школа,0,0.2483,0.0698,0.1965,0.3119
583,11,Фирдавси,3.46,14,78.837,4.0,4.0,9,Обычная школа,0,0.4277,0.013,0.4718,0.4649
584,11,Сино,3.988,8,73.704,6.0,6.0,15,Обычная школа,0,0.4155,0.2408,0.2751,0.4338
585,11,Фирдавси,4.222,13,81.423,5.0,5.0,5,Обычная школа,1,0.5973,0.355,0.5728,0.3994
586,11,Сино,4.197,11,74.662,5.0,4.0,11,Обычная школа,1,0.3909,0.0858,0.3926,0.5002
587,11,Исмоили Сомони,4.507,15,87.008,5.0,5.0,8,Лицей/гимназия,1,0.5614,0.3651,0.4903,0.2273
588,11,Шохмансур,3.938,8,75.145,4.0,6.0,11,Обычная школа,1,0.3995,0.2688,0.3089,0.3487
589,11,Фирдавси,4.59,16,86.69,6.0,2.0,7,Лицей/гимназия,1,0.566,0.152,0.5023,0.551
590,11,Фирдавси,3.985,5,69.946,4.0,6.0,12,Обычная школа,1,0.3751,0.2081,0.3504,0.094
591,11,Сино,3.69,5,72.887,1.0,7.0,14,Обычная школа,0,0.236,0.0892,0.1227,0.0609
592,11,Исмоили Сомони,3.841,13,77.584,2.0,5.0,11,Обычная школа,0,0.3584,0.2063,0.0682,0.1355
593,11,Сино,3.852,10,79.783,4.0,6.0,12,Обычная школа,0,0.3556,0.375,0.2695,0.2904
594,11,Исмоили Сомони,4.109,8,77.229,6.0,5.0,12,Обычная школа,1,0.5553,0.3988,0.463,0.517
595,11,Шохмансур,4.397,14,84.622,5.0,6.0,7,Лицей/гимназия,1,0.5312,0.4187,0.5228,0.2413
596,11,Фирдавси,4.081,15,80.576,5.0,5.0,11,Обычная школа,1,0.4216,0.3601,0.5675,0.6068
597,11,Исмоили Сомони,3.913,14,79.432,4.0,6.0,10,Обычная школа,1,0.2843,0.072,0.3254,0.383
598,11,Шохмансур,3.824,15,76.72,5.0,5.0,7,Обычная школа,1,0.4882,0.3855,0.4126,0.6347
599,11,Сино,3.571,13,75.882,4.0,6.0,10,Обычная школа,0,0.2338,0.2788,0.2016,0.2648
600,11,Шохмансур,4.117,17,83.815,6.0,4.0,4,Обычная школа,1,0.5358,0.3097,0.4723,0.4721
601,11,Сино,4.087,10,81.413,6.0,6.0,10,Обычная школа,1,0.4,0.3065,0.4319,0.478
602,11,Шохмансур,4.004,11,77.081,6.0,6.0,10,Обычная школа,0,0.3252,0.1683,0.1047,0.3264
603,11,Исмоили Сомони,3.449,10,78.904,1.0,7.0,8,Обычная школа,0,0.1746,0.1178,0.3003,0.1381
604,11,Исмоили Сомони,4.104,16,82.462,3.0,5.0,6,Обычная школа,1,0.4587,0.3161,0.4058,0.2613
605,11,Сино,3.709,5,66.234,3.0,6.0,15,Обычная школа,0,0.4597,0.3219,0.4858,0.3561
606,11,Шохмансур,3.621,15,74.933,5.0,5.0,9,Обычная школа,1,0.3095,0.2286,0.2258,0.3339
607,11,Исмоили Сомони,3.726,11,73.139,5.0,5.0,10,Обычная школа,1,0.2762,0.1609,0.4202,0.1931
608,11,Сино,4.206,9,76.562,4.0,6.0,15,Обычная школа,1,0.301,0.1425,0.2825,0.5424
609,11,Исмоили Сомони,3.684,6,75.608,5.0,5.0,17,Обычная школа,0,0.2343,0.1312,0.2134,0.4914
610,11,Исмоили Сомони,3.879,18,83.044,4.0,6.0,11,Обычная школа,1,0.2757,0.1608,0.226,0.2564
611,11,Исмоили Сомони,3.947,11,76.458,4.0,4.0,12,Обычная школа,0,0.4032,0.5119,0.4486,0.3047
612,11,Исмоили Сомони,4.047,17,84.579,6.0,5.0,5,Обычная школа,1,0.5897,0.5389,0.3371,0.3536
613,11,Исмоили Сомони,4.131,8,72.167,4.0,5.0,13,Обычная школа,1,0.4624,0.1427,0.4197,0.3239
614,11,Фирдавси,4.635,15,77.544,7.0,4.0,4,Лицей/гимназия,1,0.6593,0.2116,0.5103,0.4018
615,11,Фирдавси,3.695,7,73.053,4.0,6.0,13,Обычная школа,1,0.1955,0.193,0.1551,0.5366
616,11,Фирдавси,4.145,12,78.422,5.0,6.0,9,Лицей/гимназия,1,0.4289,0.1382,0.378,0.3499
617,11,Исмоили Сомони,4.43,14,80.922,6.0,5.0,13,Обычная школа,1,0.6199,0.1318,0.4742,0.3719
618,11,Шохмансур,3.938,11,77.597,4.0,6.0,7,Обычная школа,1,0.4132,0.2314,0.2852,0.3774
619,11,Исмоили Сомони,4.432,10,73.061,5.0,3.0,12,Лицей/гимназия,1,0.4928,0.1968,0.2833,0.3696
620,11,Фирдавси,4.269,7,71.182,5.0,6.0,13,Лицей/гимназия,1,0.4849,0.23,0.5422,0.3433
621,11,Шохмансур,3.894,11,76.084,5.0,5.0,10,Обычная школа,1,0.4633,0.1506,0.3712,0.3574
622,11,Фирдавси,3.96,7,74.566,3.0,6.0,16,Обычная школа,1,0.3012,0.2537,0.287,0.2468
623,11,Сино,3.987,15,82.182,4.0,6.0,11,Обычная школа,0,0.3459,0.2072,0.2792,0.2139
624,11,Сино,4.155,15,86.801,5.0,6.0,9,Обычная школа,1,0.4378,0.2047,0.345,0.3156
625,11,Фирдавси,3.804,3,68.671,3.0,6.0,14,Обычная школа,0,0.3724,0.1381,0.3055,0.2542
626,11,Сино,4.544,16,92.08,5.0,6.0,7,Лицей/гимназия,1,0.564,0.253,0.47,0.5422
627,11,Шохмансур,4.056,11,79.176,4.0,6.0,9,Обычная школа,1,0.5043,0.3901,0.6604,0.3585
628,11,Шохмансур,3.805,10,73.001,4.0,7.0,13,Обычная школа,0,0.3217,0.2227,0.148,0.3391
629,11,Сино,3.712,4,73.55,4.0,6.0,13,Обычная школа,0,0.2698,0.1389,0.1789,0.3908
630,11,Шохмансур,4.133,5,73.249,5.0,6.0,12,Обычная школа,1,0.4189,0.3771,0.2154,0.2389
631,11,Исмоили Сомони,3.94,11,84.124,5.0,5.0,11,Обычная школа,1,0.3684,0.3373,0.487,0.5315
632,11,Исмоили Сомони,4.298,10,75.203,4.0,5.0,14,Обычная школа,1,0.3913,0.2233,0.3499,0.3776
633,11,Исмоили Сомони,4.513,11,76.824,6.0,5.0,9,Лицей/гимназия,1,0.5866,0.2164,0.3372,0.2927
634,11,Сино,3.67,11,72.017,4.0,6.0,10,Обычная школа,0,0.1723,0.1272,0.0873,0.3803
635,11,Сино,3.848,7,77.956,4.0,4.0,10,Обычная школа,0,0.2444,0.1944,0.2202,0.5044
636,11,Фирдавси,4.668,7,75.048,6.0,4.0,13,Лицей/гимназия,1,0.6683,0.3298,0.7254,0.521
637,11,Сино,4.743,6,70.729,5.0,5.0,10,Лицей/гимназия,1,0.6362,0.3883,0.8102,0.1402
638,11,Шохмансур,3.767,11,78.191,4.0,5.0,7,Обычная школа,0,0.2473,0.329,0.2945,0.3024
639,11,Исмоили Сомони,4.243,14,77.466,4.0,4.0,6,Обычная школа,1,0.4016,0.1412,0.2403,0.4443
640,11,Шохмансур,4.089,10,73.524,5.0,4.0,10,Обычная школа,0,0.6134,0.2438,0.6563,0.6027
641,11,Сино,3.82,11,76.083,4.0,5.0,15,Обычная школа,0,0.4051,0.3525,0.2268,0.2976
642,11,Исмоили Сомони,4.029,12,82.739,6.0,4.0,5,Обычная школа,1,0.5054,0.4081,0.5775,0.6129
643,11,Шохмансур,3.909,11,79.857,4.0,5.0,5,Обычная школа,0,0.4308,0.3332,0.3786,0.1576
644,11,Сино,3.909,15,81.079,5.0,5.0,12,Обычная школа,1,0.2432,0.0546,0.2436,0.4704
645,11,Фирдавси,4.03,15,81.947,5.0,6.0,9,Обычная школа,1,0.2289,0.1319,0.1881,0.4452
646,11,Сино,4.066,13,82.622,4.0,5.0,11,Обычная школа,1,0.5197,0.4523,0.2922,0.196
647,11,Фирдавси,4.128,12,75.1,4.0,5.0,8,Лицей/гимназия,0,0.3898,0.3321,0.3191,0.3831
648,11,Сино,4.096,12,81.005,5.0,4.0,10,Обычная школа,1,0.4576,0.2088,0.4175,0.4338
649,11,Фирдавси,4.319,9,74.916,5.0,6.0,10,Обычная школа,1,0.5473,0.0634,0.3854,0.4339
650,11,Сино,4.347,13,79.895,5.0,5.0,8,Лицей/гимназия,1,0.5201,0.3961,0.3902,0.3935
651,11,Сино,4.278,15,83.502,5.0,4.0,8,Лицей/гимназия,1,0.4902,0.335,0.436,0.4338
652,11,Шохмансур,3.508,13,76.828,3.0,6.0,13,Обычная школа,0,0.3675,0.1851,0.0611,0.0956
653,11,Шохмансур,3.795,16,81.091,4.0,5.0,8,Обычная школа,0,0.4292,0.1736,0.4292,0.4303
654,11,Шохмансур,3.868,9,77.219,4.0,6.0,8,Обычная школа,1,0.4285,0.3005,0.3111,0.3095
655,11,Сино,4.046,3,71.482,3.0,6.0,15,Обычная школа,0,0.3122,0.2047,0.3488,0.2569
656,11,Фирдавси,4.025,15,78.044,5.0,6.0,10,Обычная школа,1,0.4347,0.2962,0.3743,0.3882
657,11,Сино,3.54,8,71.935,4.0,6.0,15,Обычная школа,0,0.4819,0.3977,0.3801,0.28
658,11,Исмоили Сомони,4.406,10,81.429,5.0,6.0,13,Обычная школа,1,0.5036,0.5286,0.3976,0.3988
659,11,Сино,4.584,13,79.657,5.0,4.0,9,Лицей/гимназия,1,0.5142,0.3324,0.5772,0.4212
660,11,Сино,4.255,14,83.305,5.0,4.0,6,Лицей/гимназия,1,0.5282,0.1979,0.5063,0.5431
661,11,Фирдавси,4.085,5,70.58,4.0,4.0,13,Обычная школа,1,0.4138,0.1398,0.047,0.2845
662,11,Шохмансур,3.857,19,91.497,5.0,6.0,0,Обычная школа,1,0.411,0.4283,0.4173,0.425
663,11,Шохмансур,3.658,7,76.074,5.0,6.0,11,Обычная школа,0,0.2732,0.0526,0.3078,0.3379
664,11,Исмоили Сомони,4.069,12,79.194,4.0,5.0,9,Обычная школа,1,0.3306,0.1842,0.3884,0.4416
665,11,Фирдавси,4.245,9,75.306,6.0,4.0,13,Обычная школа,1,0.5051,0.3136,0.5851,0.508
666,11,Исмоили Сомони,3.925,11,75.725,5.0,5.0,14,Обычная школа,0,0.2515,0.1258,0.3319,0.4865
667,11,Исмоили Сомони,4.613,9,80.085,5.0,5.0,12,Лицей/гимназия,1,0.485,0.1278,0.572,0.3183
668,11,Шохмансур,4.244,17,80.077,6.0,5.0,9,Лицей/гимназия,0,0.4553,0.2284,0.4337,0.4487
669,11,Исмоили Сомони,4.182,11,76.529,4.0,5.0,13,Обычная школа,1,0.3567,0.1915,0.449,0.3801
670,11,Исмоили Сомони,4.322,19,85.898,8.0,3.0,8,Лицей/гимназия,1,0.6444,0.4972,0.5646,0.6099
671,11,Фирдавси,4.266,9,69.976,4.0,5.0,12,Обычная школа,1,0.4458,0.2431,0.4024,0.4054
672,11,Исмоили Сомони,4.43,10,78.884,6.0,5.0,12,Лицей/гимназия,1,0.6978,0.4035,0.3734,0.5068
673,11,Шохмансур,3.633,2,68.188,4.0,7.0,10,Обычная школа,1,0.2154,0.0799,0.1993,0.2267
674,11,Фирдавси,4.138,3,71.209,5.0,5.0,17,Обычная школа,0,0.5039,0.3623,0.3793,0.3379
675,11,Сино,3.279,12,79.088,2.0,8.0,11,Обычная школа,0,0.0404,0.2265,0.0621,0.3306
676,11,Сино,4.227,13,77.551,4.0,5.0,12,Обычная школа,1,0.4613,0.2806,0.3704,0.4626
677,11,Фирдавси,4.859,21,90.025,7.0,4.0,8,Лицей/гимназия,1,0.5474,0.2569,0.5803,0.5804
678,11,Фирдавси,4.155,5,70.969,5.0,4.0,13,Обычная школа,0,0.3917,0.3587,0.1723,0.2593
679,11,Сино,4.292,10,76.743,5.0,4.0,14,Лицей/гимназия,1,0.4531,0.2178,0.7038,0.4876
680,11,Шохмансур,4.273,12,72.121,5.0,4.0,12,Обычная школа,1,0.448,0.2637,0.2481,0.4383
681,11,Сино,4.221,7,73.223,3.0,4.0,9,Обычная школа,1,0.3758,0.2868,0.2542,0.4295
682,11,Сино,3.508,8,72.127,2.0,7.0,13,Обычная школа,0,0.2759,0.233,0.1731,0.1451
